"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"konkretny";0;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"kontakt";0,00114242965650495;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontynuowaæ";0;0;0;0;0,00294575775743632;0;0,00264445383587133;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"koñ";0;0;0;0;0;0;0;0;0,0750130989499276;0,00285725859734166;0;0;0;0,0397457464585437;0;0;0;0;0
"koñczyæ";0,00203235956935233;0;0;0;0;0,00428634885435361;0;0;0;0,0020665229812835;0;0;0;0;0;0,00445833198739866;0,0046975595574542;0;0
"korneliusz";0,000790688537968198;0;0;0;0,00248664547947299;0;0,00223230140361826;0,00254578427343554;0;0;0;0;0;0;0;0;0;0;0
"korytarz";0;0,00140686590106371;0,00193373435598014;0,00281991130096079;0;0;0,00191261114057222;0,00218119979451441;0;0;0;0;0;0;0;0;0;0;0
"korzystaæ";0;0,00237248174831526;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"kot³a";0,00342728896951486;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"kraina";0;0;0;0;0;0;0;0;0;0;0,00642265003841024;0,0340595077794483;0,00531424944076498;0;0,0178406945511396;0;0;0;0
"kraj";0,000584933173662479;0;0;0;0,00183956306717083;0;0;0;0;0,00535289167185331;0;0;0,00393135936813813;0,0248203733242154;0,0131981350216066;0;0;0;0
"kraœæ";0;0;0;0,00475538435350452;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"krew";0,0005067086146275;0;0,0014463580234799;0;0;0;0,00143055868062163;0;0;0;0,00137197389655808;0;0;0;0;0,00333465877635644;0,0105407750589218;0;0,0224213632900542
"kroki";0,00228485931300991;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"król";0;0;0;0;0;0,00123365357026886;0;0;0;0,00713718889580442;0,00791888101296395;0,0251964395867035;0,0117940781044144;0;0,0263962700432132;0;0;0;0
"królewski";0;0;0;0;0;0;0;0;0,0457454579358251;0;0;0;0;0;0;0,00751835072556386;0;0;0
"królowa";0;0;0;0;0;0;0;0;0;0,00571451719468332;0,0126807857748687;0;0;0,0397457464585437;0;0;0;0;0
"krótki";0;0;0;0;0;0,00197549333288014;0;0;0;0;0,00253615715497374;0;0;0,0397457464585437;0;0;0;0;0
"krukonów";0,00114242965650495;0;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krum";0,00913943725203964;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kryjówka";0;0,00237248174831526;0;0;0;0,00722832532665486;0;0;0;0;0;0;0;0;0;0;0;0;0
"krytykowaæ";0;0;0;0;0,00359284016973848;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"krzak";0,00228485931300991;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"krzes³o";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0773316074629425;0;0;0;0
"krzyk";0,00187334858439847;0;0;0;0;0,00197549333288014;0,00264445383587133;0;0;0;0;0;0;0;0;0;0;0;0
"krzywdziæ";0;0;0;0,00475538435350452;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"ksi¹¿ka";0,00131684225829432;0,00273468410542787;0,00125293927052569;0,00182712666682809;0;0;0;0;0,0175764438513181;0;0;0;0;0,0186257837827401;0;0,00288872109593423;0;0;0,00485574907954702
"ksiêcia";0;0;0;0;0,00589151551487263;0;0;0;0;0,00571451719468332;0;0;0;0;0,0211346429581145;0;0;0;0
"ksiêciem";0;0;0;0;0;0;0;0;0;0,00285725859734166;0,00253615715497374;0;0,00629542556199156;0;0;0;0;0;0
"ksiêga";0,000790688537968198;0;0,00451391066956543;0;0;0;0,00223230140361826;0;0;0;0;0;0,00531424944076498;0;0;0;0;0;0
"kszta³t";0;0,00194518992894261;0,00267365965132774;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"ktoœ";0,001013417229255;0;0,0014463580234799;0,00210918388197069;0,00318710750306633;0,00106867402921809;0,00286111736124326;0;0;0,0015456787461223;0;0;0;0;0;0;0;0;0
"któregoœ";0,00114242965650495;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"który";0,000479826827766538;0,000747341675314244;0,000342406544011111;0,000499321988045486;0,000754506455387316;0,00126497373084224;0,00033866625405667;0,000386225275011401;0;0,00109775831921159;0,000324797064604826;0;0,000806233848309851;0;0,00270664220504021;0,000789437309803396;0,00166359472114667;0,00146367775894878;0
"kuchnia";0,00228485931300991;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"kufer";0,00342728896951486;0;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kupiæ";0;0;0,00267365965132774;0;0,00294575775743632;0;0;0;0,0375065494749638;0;0;0;0;0;0;0;0;0;0
"kurs";0;0;0;0,00475538435350452;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwatera";0;0;0;0;0,00359284016973848;0;0;0;0,0457454579358251;0;0;0;0;0;0;0;0;0;0
"kwestia";0;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"las";0,000936674292199236;0;0;0;0;0;0;0;0;0,00285725859734166;0,00253615715497374;0;0;0;0;0;0;0;0
"lasu";0,00130284828498941;0,000676405711144064;0,00185943658344623;0,00135578245762258;0;0,000686943188839928;0,000919562481187908;0,00104869696325733;0;0;0,00176380841629757;0;0;0,0138208868441227;0;0,00214351717258385;0;0;0
"lata";0;0,00194518992894261;0;0,00389892388392742;0;0;0;0;0;0;0,00253615715497374;0;0;0;0;0;0;0;0
"lataæ";0;0,00237248174831526;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"latania";0,00114242965650495;0;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lato";0;0;0,00326097139903974;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"lavender";0;0,00237248174831526;0;0;0,0107785205092154;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"l¹d";0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0,0230349469038552;0;0;0;0;0;0
"l¹dowaæ";0,00175479952098744;0;0;0,00243479504058921;0,00183956306717083;0;0;0,00188331258518961;0,0234220424327103;0,0017842972239511;0;0;0;0;0;0;0;0;0
"lecieæ";0;0,00164202155839561;0;0;0,00248664547947299;0,00166760201294035;0,00223230140361826;0;0;0;0;0;0;0;0;0;0;0;0
"leczyæ";0;0;0;0;0;0;0;0;0;0,00348490076549741;0,0061865285970354;0;0;0;0;0;0;0;0
"legenda";0;0;0;0,00951076870700904;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"lekcja";0,00455013371228114;0;0,00216466367871742;0,00473500371303634;0,00715488392921199;0,00159941025519477;0,00535254474677891;0,0122084089694368;0;0,00231331011159071;0;0;0;0;0;0;0;0;0,0041945623035069
"lekki";0,00114242965650495;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"lektura";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"lepszy";0;0;0;0;0;0,00240944177555162;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"lesie";0,001013417229255;0,00210456185739369;0;0;0;0,00106867402921809;0;0,00163145253837597;0;0;0,00274394779311616;0;0;0;0;0,00666931755271288;0,00351359168630727;0;0
"lestrange";0;0,00474496349663051;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"letni";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0,00649503661639617;0;0,0103617315670133
"lew";0;0;0;0;0;0;0;0,00254578427343554;0;0,0120596969605343;0,0128453000768205;0;0,01062849888153;0;0;0;0;0;0
"le¿a";0,00114242965650495;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"lily";0;0,00389037985788521;0,00267365965132774;0;0;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"list";0,00467946538929984;0;0,0150267922836364;0;0,00367912613434166;0;0,00495421552946106;0,00376662517037923;0;0;0;0;0;0;0;0;0,00405601222615227;0;0
"lista";0;0;0,00267365965132774;0,00779784776785484;0;0;0,00528890767174266;0;0;0;0;0;0;0;0;0;0;0;0
"little";0,00114242965650495;0;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"loch";0,00228485931300991;0;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"logiczny";0;0;0,00326097139903974;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"londynie";0;0;0;0;0,00359284016973848;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"londynu";0,00114242965650495;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"lord";0,0025335430731375;0,00105228092869685;0,0043390740704397;0,00210918388197069;0,00159355375153317;0,00320602208765426;0,00143055868062163;0;0;0;0;0;0;0;0;0;0;0;0
"los";0,00281002287659771;0;0;0;0;0;0;0;0;0;0,00253615715497374;0;0;0;0;0,0061642708627834;0;0;0
"lovegood";0;0,00778075971577043;0;0;0,00294575775743632;0;0;0,00603163083289338;0;0;0;0;0;0;0;0;0;0;0
"lubiæ";0;0;0,00326097139903974;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludzi";0;0;0,0014463580234799;0;0;0,00106867402921809;0;0,00163145253837597;0;0,0015456787461223;0;0;0,00340560896308743;0;0;0,00333465877635644;0;0;0,00560534082251355
"ludzki";0;0;0;0;0;0;0;0;0;0,00285725859734166;0,00507231430994748;0;0;0;0;0;0;0;0,0103617315670133
"ludŸmi";0;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0,0126378502468622
"luna";0;0,0155615194315409;0;0;0,00589151551487263;0;0;0,0150790770822335;0;0;0;0;0;0;0;0;0;0;0
"lun¹æ";0;0,00237248174831526;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"lupin";0;0,00492606467518682;0;0;0,00248664547947299;0;0,0312522196506556;0,00509156854687109;0;0;0;0;0;0;0;0;0;0;0
"lupina";0;0,00583556978682782;0;0;0;0;0,00793336150761399;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"³agodny";0;0;0,00326097139903974;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"³am";0;0;0;0;0,00248664547947299;0,00166760201294035;0;0;0;0;0;0;0;0;0;0;0,0109655000655785;0;0,00874679966320461
"³añcuch";0,00114242965650495;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"³apa";0,00135490637956822;0;0;0,00563982260192159;0;0;0,00382522228114444;0,00218119979451441;0;0,0020665229812835;0;0;0;0;0;0;0;0;0
"³apaæ";0,000936674292199236;0;0;0;0;0;0;0;0;0,00285725859734166;0,00253615715497374;0;0;0;0;0;0;0;0
"³awka";0,00342728896951486;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"³azienka";0,00135490637956822;0;0,00193373435598014;0,00845973390288239;0,00213053033026131;0,00285756590290241;0;0;0;0;0;0;0;0;0;0;0;0;0
"³¹czyæ";0,000936674292199236;0,00194518992894261;0;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0;0
"³ó¿ko";0,000936674292199236;0;0;0;0;0,00197549333288014;0,00264445383587133;0;0;0;0;0;0;0;0;0;0;0;0
"³ucja";0;0;0;0;0;0;0;0;0;0,0314298445707583;0,0557954574094223;0;0,0440679789339409;0;0;0;0;0;0
"³ucj¹";0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0,0492110229309634;0;0;0;0;0;0;0
"³ucjê";0;0;0;0;0;0;0;0;0;0,0104547022964922;0,0185595857911062;0;0;0;0;0;0;0;0
"³ucji";0;0;0;0;0;0;0;0;0,0375065494749638;0,00571451719468332;0,010144628619895;0;0;0;0;0;0;0;0
"³uk";0;0;0;0;0;0;0;0;0;0,00696980153099482;0,0030932642985177;0;0;0;0;0;0;0;0
"madame";0,00281002287659771;0;0;0;0,00294575775743632;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"magia";0,00307263193602008;0,00182312273695191;0,00626469635262844;0,00548138000048427;0,00690225394603753;0,00555457350197442;0,0024785054884679;0,0141328144217847;0;0;0;0;0;0;0;0;0;0;0
"magiczny";0,00249611785200724;0;0,000791662544986233;0,00115445958243966;0;0,000584937607423062;0,000783014791267416;0,000892973833302705;0;0,000846025638204172;0,000750948471244084;0;0,00372811297780751;0,01176859544487;0,00625790392703403;0;0;0;0
"maj¹c";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"malfoy";0,0015201258438825;0;0,0014463580234799;0,0147642871737948;0,00956132250919899;0,00534337014609044;0,00429167604186489;0,00163145253837597;0;0;0;0;0;0;0;0;0;0;0
"malfoya";0,00116986634732496;0,00364418921706887;0;0,00486959008117842;0,0147165045373666;0,00123365357026886;0,00165140517648702;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyem";0;0;0;0;0,00294575775743632;0,00197549333288014;0,00264445383587133;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyowi";0;0;0;0,00475538435350452;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyów";0,00114242965650495;0,00474496349663051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ma³a";0,000790688537968198;0;0,00225695533478272;0;0;0;0;0,00254578427343554;0;0;0;0;0;0;0;0;0,00548275003278923;0;0
"ma³e";0;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0,00792177442303314;0;0
"ma³ego";0,000677453189784109;0,00140686590106371;0;0;0;0,0014287829514512;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0;0,00749416116169737
"ma³o";0;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"ma³y";0;0;0;0;0;0,00395098666576028;0;0;0;0,00285725859734166;0;0;0,00629542556199156;0;0;0;0;0;0
"mama";0;0;0;0;0,00718568033947696;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"mapa";0,00474217232848877;0;0;0;0,00213053033026131;0,0014287829514512;0,00956305570286109;0;0;0;0;0;0,00455319011479013;0;0;0;0;0;0
"marta";0,00114242965650495;0;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"martwiæ";0,000936674292199236;0;0;0;0;0;0;0;0;0;0;0;0,00629542556199156;0;0;0;0,00649503661639617;0;0
"martwy";0,000936674292199236;0;0;0,00389892388392742;0;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"matka";0,0015201258438825;0,00315684278609054;0,0014463580234799;0;0;0;0,00143055868062163;0,00326290507675194;0;0;0;0;0;0;0;0;0,00351359168630727;0;0,00560534082251355
"maxime";0,00342728896951486;0;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"m¹¿";0;0;0,00225695533478272;0;0,00248664547947299;0,00333520402588069;0;0;0;0;0,00214088334613675;0;0;0;0;0;0;0;0
"mcgonagall";0,00307263193602008;0,00182312273695191;0,00125293927052569;0,00182712666682809;0,00138045078920751;0,00555457350197442;0,00371775823270184;0,00706640721089233;0;0;0;0;0;0;0;0;0;0;0
"mecz";0,000877894838862881;0,000911561368475957;0,00501175708210275;0,00730850666731236;0,00414135236762252;0;0,00371775823270184;0,00565312576871386;0;0;0;0;0;0;0;0;0;0;0,00485574907954702
"medalion";0;0,0118624087415763;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mê¿czyzna";0,00203235956935233;0,00140686590106371;0,00386746871196029;0;0;0;0,00382522228114444;0;0;0;0;0;0,00910638022958025;0;0;0;0;0;0
"miasta";0;0;0;0;0;0;0;0;0;0;0,00253615715497374;0;0;0;0,0211346429581145;0,0061642708627834;0;0;0
"miasteczko";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0,0126378502468622
"miecz";0;0,0175067093604835;0;0;0;0;0;0;0;0,00571451719468332;0,00507231430994748;0;0;0;0;0;0;0;0
"mieæ";0,00468337146099618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0,0114290343893666;0
"miedza";0,00114242965650495;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"miejsce";0,00279830466150867;0,00193707819641323;0,000665627522813684;0;0,00146673675381068;0,00196725523063035;0,00263342606841084;0,00150161950786507;0;0;0;0,0100449244351883;0;0,009895000189887;0;0;0,00161698783590836;0,00284534340224219;0,00257963039969817
"mieliæ";0,000790688537968198;0;0,00451391066956543;0,0032912555101663;0;0;0;0;0;0;0;0;0,0212569977630599;0;0;0;0;0;0
"miesi¹c";0;0;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0,0061642708627834;0,0129900732327923;0;0
"mieszkaæ";0,000325712071247352;0,000676405711144064;0,00464859145861558;0,00135578245762258;0,00102433563999582;0;0,000919562481187908;0;0,0130422453317778;0;0,000881904208148784;0;0;0;0;0,00214351717258385;0,0022585351672103;0;0
"miêdzy";0,0005067086146275;0,00105228092869685;0,0014463580234799;0;0,00159355375153317;0,00106867402921809;0;0;0;0;0;0;0;0;0,0114331158046506;0;0;0;0,0112106816450271
"miêdzyczas";0;0,00164202155839561;0;0,00658251102033261;0,00497329095894599;0;0,00446460280723652;0;0;0;0;0;0;0;0;0;0;0;0
"mija";0,00374669716879695;0,00194518992894261;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"mi³osny";0;0;0;0;0,00359284016973848;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"mi³oœæ";0;0;0;0;0,00294575775743632;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0,0571451719468332;0
"mi³y";0;0,00194518992894261;0;0;0;0;0;0,00301581541644669;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"min";0;0,00948992699326102;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"minister";0;0,00164202155839561;0;0;0,00745993643841898;0,00500280603882104;0,00223230140361826;0;0;0;0;0;0;0;0;0;0;0;0
"ministerstwo";0,0035469603023925;0,00526140464348423;0,0014463580234799;0;0,00159355375153317;0,00534337014609044;0,00429167604186489;0,0130516203070078;0;0;0;0;0;0;0;0;0;0;0
"minuta";0,000936674292199236;0,00194518992894261;0;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0;0
"miot³a";0,00116986634732496;0,00242945947804592;0,00667857434828285;0;0,00367912613434166;0;0,00660562070594808;0,00188331258518961;0;0;0;0;0;0;0;0;0;0;0
"misja";0;0,00492606467518682;0;0;0,00248664547947299;0,00166760201294035;0;0;0;0;0;0;0;0;0,0178406945511396;0;0;0;0
"mistrz";0,000790688537968198;0;0;0;0;0,00166760201294035;0,00223230140361826;0;0;0,0048238787842137;0;0;0;0;0;0;0;0;0
"mistrzostwa";0,00342728896951486;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"m³odego";0,00114242965650495;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"m³ody";0,00799700759553468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"moc";0,001013417229255;0,00105228092869685;0;0,00210918388197069;0,00318710750306633;0;0;0;0;0,0015456787461223;0;0,0218268574452421;0;0;0;0;0,00702718337261454;0;0
"mog¹c";0;0;0;0;0;0;0;0;0;0;0;0;0,00629542556199156;0;0;0,0061642708627834;0;0,0114290343893666;0
"mogli";0;0,00194518992894261;0;0,00389892388392742;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"molly";0,000936674292199236;0,00583556978682782;0;0;0;0;0;0,00603163083289338;0;0;0;0;0;0;0;0;0;0;0
"moment";0,0021947370971572;0,000911561368475957;0;0,00182712666682809;0,00138045078920751;0,000925762250329069;0,00371775823270184;0;0;0;0;0;0,0059003664938231;0;0;0;0;0;0,00485574907954702
"moody";0,0131134400907893;0,00194518992894261;0;0;0;0;0;0,00603163083289338;0;0;0;0;0;0;0;0;0;0;0
"moodyego";0,00342728896951486;0,00474496349663051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morderstwo";0,00114242965650495;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"morze";0;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0,00751835072556386;0;0;0
"most";0;0;0;0;0,00359284016973848;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0;0
"motocykl";0;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"mowa";0,000936674292199236;0;0;0;0;0,00197549333288014;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"mo¿liwe";0,000936674292199236;0;0;0;0;0,00197549333288014;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"mo¿liwy";0;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"móc";0,000977136213742057;0;0,00371887316689246;0,00135578245762258;0,00102433563999582;0,000686943188839928;0,00275868744356372;0,00209739392651466;0;0;0;0;0,00437824784187339;0;0;0,00214351717258385;0,0022585351672103;0;0
"mówi¹c";0;0;0;0,00389892388392742;0,00294575775743632;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0;0
"mówiæ";0,000619869984362971;0,00257456591021757;0,000884683918445746;0,00387033023179486;0,00146207718380304;0,00163417133303406;0,00043751002123732;0,0059873964854267;0,0124104955319995;0,0047271737273174;0,00377633649759413;0,00667534229372699;0;0;0;0,00101984396154162;0,00107456729606337;0;0
"mroczny";0,00468337146099618;0,00194518992894261;0;0;0,00294575775743632;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugol";0,001013417229255;0,00105228092869685;0,0028927160469598;0,00421836776394138;0,00159355375153317;0,00106867402921809;0,00143055868062163;0;0;0;0;0;0;0;0;0;0;0;0
"mugolaków";0;0,00237248174831526;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"mundungusa";0;0,00474496349663051;0;0;0,00718568033947696;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"musieæ";0,00186553644100578;0;0,00199688256844105;0,000970666197250995;0,000733368376905342;0,000491813807657589;0,00065835651710271;0;0;0,000711335850560546;0,000631395250211837;0,0100449244351883;0,00313458634856941;0;0,00526162708509864;0;0,00161698783590836;0;0
"mysz";0;0;0;0;0;0;0;0;0;0,00857177579202499;0,00253615715497374;0;0,00629542556199156;0;0;0;0;0;0
"myœl";0,00116986634732496;0,00121472973902296;0;0;0;0;0;0,00188331258518961;0;0;0;0;0;0;0;0,00769891209593717;0,0121680366784568;0;0,00647068098335576
"myœleæ";0;0,00164202155839561;0,00451391066956543;0,0032912555101663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00874679966320461
"myœlodsiewni";0;0,00237248174831526;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"nadal";0,000677453189784109;0;0;0;0,00213053033026131;0,00285756590290241;0;0,00436239958902882;0;0;0;0;0;0;0;0,00445833198739866;0;0;0
"nadawaæ";0;0;0;0,00475538435350452;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"nadchodziæ";0,00374669716879695;0,00194518992894261;0;0;0;0;0,00528890767174266;0;0;0;0;0;0;0;0;0;0;0;0
"nadejœæ";0;0;0,00802097895398322;0,00779784776785484;0;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"nadzieja";0,000790688537968198;0;0;0;0;0,00166760201294035;0;0;0;0;0,00214088334613675;0;0;0;0;0,00520353591074904;0;0;0
"nag³y";0,00202683445851;0,00105228092869685;0,0043390740704397;0;0;0;0,00429167604186489;0;0;0,0030913574922446;0,00137197389655808;0;0;0;0;0;0,00702718337261454;0;0
"najbardziej";0;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"najbli¿szy";0,000790688537968198;0;0;0;0,00248664547947299;0;0;0,00254578427343554;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"najlepszy";0;0;0,00677086600434815;0;0,00248664547947299;0;0,00223230140361826;0,00254578427343554;0;0;0;0;0;0;0;0;0;0;0
"najm³odszy";0,00114242965650495;0;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najpierw";0;0,00164202155839561;0,00225695533478272;0;0;0;0;0;0;0;0,0042817666922735;0;0,00531424944076498;0;0;0;0;0;0
"najstarszy";0;0,00237248174831526;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"najwiêkszy";0;0;0,00326097139903974;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najwy¿szy";0;0;0,00326097139903974;0;0;0;0;0;0;0;0,0092797928955531;0;0;0;0;0;0;0;0
"nakazywaæ";0,00553481976577738;0;0;0;0;0;0;0;0;0,00241193939210685;0,0042817666922735;0;0;0;0;0,00520353591074904;0;0;0
"nale¿eæ";0,00228485931300991;0;0,00652194279807949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nale¿y";0;0;0;0;0;0;0;0;0;0,00571451719468332;0,00507231430994748;0;0;0;0;0;0;0,0114290343893666;0
"namawiaæ";0,0015813770759364;0;0;0;0,00248664547947299;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0,00548275003278923;0;0
"namiot";0,00562004575319542;0,00583556978682782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0228580687787333;0
"namowa";0,00114242965650495;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"namówiæ";0,000790688537968198;0,00164202155839561;0;0;0;0,00333520402588069;0,00223230140361826;0;0;0;0;0;0;0;0;0;0;0;0
"napaœæ";0,00187334858439847;0;0;0,0116967716517823;0;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"napis";0;0;0,00267365965132774;0,00389892388392742;0;0,00395098666576028;0;0;0;0;0;0;0;0;0;0;0;0;0
"napisaæ";0,0015813770759364;0;0;0;0,00248664547947299;0;0,00223230140361826;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
